534,https://abc7chicago.com/kenya-rocked-by-nationwide-anti-government-protests-over-finance-bi/13523094/,Kenya rocked by nationwide anti-government protests over finance bill raising gas tax,odinga;okiya omatah;william ruto|kenya ministry of education;heads of missions;kenya high court;amnesty international kenya;u s embassy nairobi,6919380F36F9CB64EA3ED1C0A2946CF2,https://s.abcnews.com/images/International/kenya-prote_hpMain_20230719-064629_16x9_608.jpg
2013,https://www.govtech.com/network/internet-outage-highlights-lingering-broadband-disparity,Internet Outage Highlights Lingering Broadband Disparity,hargrave;marie elkins;tyler clark|construction service;facebook,3CF8E00107129387E64BA6C07E207AA2,http://erepublic-brightspot.s3.amazonaws.com/1a/15/0016479fb9aac4f82dffb795f3d5/shutterstock-1898995816.jpg
440,https://cheddar.com/media/border-patrol-fails-to-assess-medical-needs-for-children-with-preexisting-conditions-report-says,"Border Patrol Fails to Assess Medical Needs for Children With Preexisting Conditions, Report Says",danay reyes alvarez;valerie gonzalez;eduardo maradiaga espinoza;liset cruz;melissa adamson;mabel alvarez benedicks;andres leighton;troy a miller|u s department of health;human services;texas national guard;u s department of homeland security;associated press;united states;national center,0BE77D88463111DF36DA45588173A5D4,https://images.ctfassets.net/vcjvsnaeixme/D9bd1neHFtOnRPl5MRBYw/c328cd0c9e2138f22f708a25352639fd/AP23138190522755__1_.jpg?fit=thumb&q=50
1559,https://laist.com/news/arts-and-entertainment/the-original-wilhelm-scream-was-found-and-its-a-call-for-better-sound-effect-preservation,"The Original 'Wilhelm Scream' Was Found, And It's A Call for Better Sound Effect Preservation",wooley;luke skywalker;larry mantle;ben burtt;sergent rutledge;craig smith|audio engineering society;warner bros;library of congress;cinematic arts library,AF384BC576A2795C8825729D40565E66,http://scpr-brightspot.s3.amazonaws.com/ef/90/564c4719422ebed4c3aa244d0b8b/sse-tapes-in-box.jpg
1976,https://www.theglobeandmail.com/world/article-pentagon-announces-additional-us13-billion-in-military-aid-for-ukraine/,Pentagon announces additional US1.3-billion in military aid for Ukraine,defense contact group;ukraine security assistance initiative;national advanced missile systems;united states;aerovironment;u s department of defense,9365DB58B0B359B6E704E4052834FA35,https://www.theglobeandmail.com/resizer/7-bf1bG7HoM5SJHEm1V64WOAgpU=/1200x800/filters:quality(80)/cloudfront-us-east-1.images.arcpublishing.com/tgam/WFSSUKVNXRPJJCIJZUDMUQSLRQ.jpg
2154,https://www.theepochtimes.com/apple-doesnt-fall-far-from-the-tree-mother-and-son-duo-serving-on-local-education-boards_5410450.html,Apple Doesn't Fall Far From the Tree: Mother-Son Duo Serving on Local Education Boards,city council;brigham young university;lowell joint unified school board,12E5164A734FB6E7F03FDC8F034E77D2,https://img.theepochtimes.com/assets/uploads/2023/07/19/id5410462-IMG_0246-1200x720.jpeg
2411,https://www.theartnewspaper.com/2023/07/19/photography-dealer-wendy-halsted-beard-pleads-guilty-fraud,Detroit-area photography dealer pleads guilty to $1.5m art fraud scheme,adams;tom halsted;daniel elie bouaziz;lisa schiff;jean-michel basquiat;inigo philbrick;roy lichtenstein;j ross baughman;andy warhol|bureau of investigation;new york times;federal bureau of investigation;association of international photography art dealers aipad;department of justice,D86F7DAF8942A89228BF74E887D8899D,"https://cdn.sanity.io/images/cxgd3urn/production/0b33095968ed0a941b1b6e48252c76c08763da9b-2000x1352.jpg?rect=0,0,2000,1200&q=85&fit=crop&auto=format"
3121,https://www.geekwire.com/2023/next-gen-nuclear-reactor-company-signs-deal-to-build-up-to-12-reactors-in-washington-state/,Next-gen nuclear reactor company signs deal to build up to 12 reactors in Washington state,gates;robert mcentyre;bob schuetz|centrus energy,01562CAD42164C0B06CF179CCF599EBC,https://cdn.geekwire.com/wp-content/uploads/2023/07/xe-100-plant-1260x709.jpg
3310,https://www.efinancialcareers.com/news/2023/07/deutsche-bank-hiring-singapore-hong-kong,"Deutsche Bank is adding ex-Credit Suisse people in APAC, too",suisse;deutsche bank,115B10AE81C8DC6226FACF56F85CD239,https://cdn.filestackcontent.com/UDJq43jQdOnrIWPx7s6w
3918,https://www.stuff.co.nz/national/education/300931639/ministry-of-education-field-staff-to-start-strike-action-next-week,Ministry of Education field staff to start strike action next week,griffiths;riu roa;conor fraser|ministry of education;teacher association,23DDF434F506F92EBB6DCB0824BBAD6F,https://resources.stuff.co.nz/content/dam/images/4/z/4/0/d/u/image.related.StuffLandscapeSixteenByNine.1420x800.4z60c7.png/1689813781062.jpg
4377,https://www.wwltv.com/article/news/health/ai-technology-medical-care-doctors/289-ba87b670-ef34-4ca4-9d15-096b6f6273ea,AI technology could help streamline medical care,riemer;neil baum;raju thomas|tulane school of medicine,97D90C0A96906E0C9A066A235D3FEB63,https://media.wwltv.com/assets/WWL/images/c5755994-871e-49f0-a9e8-f1140ea34d3a/c5755994-871e-49f0-a9e8-f1140ea34d3a_1140x641.jpg
4620,https://www.whas11.com/article/news/nation-world/study-indoor-plants-improve-air-quality/101-9d30f6db-bc56-4e70-b584-9bf34d2b11f1,A new study finds indoor plants can improve our air quality,of sydney;world health organization,F8F2EC841730A475E932E14C3EE687E4,https://media.whas11.com/assets/WLTX/images/a03ee80e-fe39-40c3-b076-622e3eb539ef/a03ee80e-fe39-40c3-b076-622e3eb539ef_1140x641.jpg
5816,https://newsinfo.inquirer.net/1804533/tropical-storm-calvin-passes-over-hawaii-leaving-minor-flooding-in-its-wake,"Tropical Storm Calvin passes over Hawaii, leaving minor flooding in its wake",magno;josh green;mitch roth|hawaii volcanoes national park;national weather service,2842C40A721AA250B88BA409534AD732,https://newsinfo.inquirer.net/files/2021/04/hawaii-map-04112021-stock-image-620x349.jpg
6057,https://dunyanews.tv/en/World/740979-US-Senate-considers-sweeping-defense-bill-heads-for-showdown-with-House,"US Senate considers sweeping defense bill, heads for showdown with House",defense authorization;white house;us senate;reuters;u s senate;democratic senate majority leader chuck schumer,2E0400156451CCE877A9CF77BE720FEC,https://img.dunyanews.tv/news/2023/July/07-20-23/news_big_images/740979_50606493.jpg
6834,https://gulfnews.com/business/bigger-than-the-pentagon-worlds-largest-office-building-ready-to-open-in-indias-surat-city-1.1689823502143,Bigger than the Pentagon: World's largest office building ready to open in India's Surat city,patel;narendra modi|diamond research and mercantile;international institute of diamond,68E2A3B4A67FD03173BF1C75FE590988,https://imagevars.gulfnews.com/2023/07/20/Surat-Diamound-Bourse_18971542dc1_medium.jpg
7021,https://newsday.co.tt/2023/07/20/open-letter-to-the-minister-of-education-addressing-biases-in-school-system/,Open letter to the Minister of Education: Addressing biases in school system,of education;durham university;department of education,211DE9F992682DEC0DB91196681ABF7D,https://newsday.co.tt/wp-content/uploads/2023/07/23191949-1-1024x683.jpg
7196,http://www.koreatimes.co.kr/www/world/2023/07/501_355325.html,Turmoil in Thailand as rivals derail election winner's PM bid,reuters;constitutional court;forward party;constitution court;thai parliament,7B091779CE749D8ECA8D7E27675D7AB0,https://koreatimes-bucket.s3.ap-northeast-2.amazonaws.com/IMAGE/upload/newsV2/images/202307/43a3a939e5d946fab3234ccf7ea8178c.jpg
